identity_id,first_name,last_name,middle_name,dob,ssn,phone,email,street_address,city,state,zip_code,gender,created_date,source_system
544e81d9-7136-44d9-afa3-85d49aae7edc,John,Freeman,Joyce,2000-12-14,164-84-7343,(970) 207-6880,matthewsjulie@example.org,17638 Buck Grove,Pueblo,CO,80230,F,2024-11-14,DMV
9e869a38-5595-4dc6-a1f4-83643cc94da3,Seth,Sanders,Shirley,2003-09-19,549-52-2593,(970) 619-6081,claire19@example.net,87394 Hahn Fort Suite 372,Castle Rock,CO,80031,Other,2025-07-20,HEALTH_DEPT
72b65080-4e02-4264-ae99-f71d570c89a1,Melissa,Young,Debra,1958-09-12,349-39-7351,(970) 218-5591,jason92@example.com,97209 Brock Flat,Castle Rock,CO,80228,Other,2025-06-30,SOCIAL_SERVICES
90bc38a6-519a-477e-83fb-634597e7a331,Tiffany,Deleon,Thomas,1959-11-21,865-42-6136,(303) 246-6160,haneytyler@example.net,8403 Mary Ports,Westminster,CO,80210,Other,2024-03-25,HEALTH_DEPT
a3c1e041-8ba5-4e86-9aa6-bfa09bb5a48a,Sophia,Miller,Samuel,1983-09-11,700-86-9890,(970) 943-4700,ksparks@example.net,714 Hahn Greens,Grand Junction,CO,80231,M,2023-10-01,HEALTH_DEPT
6d042301-c20d-4d56-85da-ebd536f1de3e,Jerome,Burton,Nathaniel,1958-10-20,688-53-5534,(303) 288-4701,allensmith@example.org,93509 Graham Wall,Aurora,CO,80219,F,2024-05-20,SOCIAL_SERVICES
46ccd673-66d4-4833-8717-01c0b953cc44,Michelle,Le,Adam,1981-05-09,137-58-6585,(303) 591-6776,kjordan@example.org,95722 Walker Spring Suite 839,Colorado Springs,CO,80231,Other,2025-03-31,VOTER_REG
1e4f9245-70c9-4908-b972-c0b305dae8fa,Edward,Simpson,Sandra,1993-03-21,830-18-7116,(970) 685-2013,masonchristopher@example.com,00997 Reyes Row Suite 378,Boulder,CO,80202,Other,2024-05-05,HEALTH_DEPT
def7aa5b-ccf9-416a-ba4a-f3d5c86aa22a,Robert,Cowan,Emma,1964-08-27,110-56-6688,(720) 998-3648,francisco06@example.net,679 Tracie Trail,Thornton,CO,80030,F,2024-10-18,HEALTH_DEPT
68ff2759-1d6e-4c18-9f38-35b379df09f2,John,Jones,Leonard,1973-08-07,464-71-6698,(970) 242-5794,ruizgina@example.com,129 Johnson Tunnel Apt. 908,Littleton,CO,80020,Other,2024-07-02,VOTER_REG
cb3d84ca-ec3b-4253-bde0-7ae0a6cd8bbc,Scott,Floyd,Lori,1979-06-23,443-89-5680,(720) 307-6689,henglish@example.net,09269 Wanda Estates,Greeley,CO,80019,Other,2025-01-25,SOCIAL_SERVICES
6be8de61-f3f5-466c-99cf-7455094302eb,Dylan,Brady,Brandon,1990-08-24,605-20-5206,(970) 883-6606,ajohnson@example.net,264 Deanna Lights Apt. 833,Parker,CO,80223,M,2024-06-13,SOCIAL_SERVICES
b0132f15-20ed-462b-a37c-d5f0c849ee8e,Dana,Peterson,Margaret,2005-05-27,820-29-2978,(303) 847-6647,iharris@example.org,39557 Gina Forge Apt. 245,Centennial,CO,80221,F,2023-09-28,HEALTH_DEPT
d5dbdc8b-32fd-483e-952b-5b546e3b41e0,Kevin,Baker,Eugene,2004-01-09,646-96-4960,(970) 687-1055,westheather@example.net,432 Myers Union Suite 767,Loveland,CO,80014,M,2024-11-10,VOTER_REG
9252028c-b56b-4cbf-9baa-c0bd2650e58c,Lisa,Johnson,Cory,1959-06-26,554-15-3033,(720) 246-2885,ajones@example.net,153 Rogers Islands,Greeley,CO,80016,M,2024-09-22,HEALTH_DEPT
92d98f35-bad7-4e5e-82d7-153768a41661,Elizabeth,Cook,Matthew,1934-12-28,824-38-6351,(303) 836-7865,timothymann@example.com,7131 Stephens Turnpike,Thornton,CO,80224,F,2024-01-26,TAX_DEPT
aa5428e4-7499-4bbe-86b9-447250223306,Katherine,Foster,Jason,1966-07-02,649-16-5233,(720) 246-8645,andrea80@example.org,596 Middleton Hill,Lakewood,CO,80105,F,2024-09-13,TAX_DEPT
bacf2085-1d47-4c98-af95-2d1a6e986e48,Debra,Wright,Laura,1952-10-09,256-74-2035,(303) 377-6838,susandavis@example.com,19720 Jenkins Knolls Apt. 311,Loveland,CO,80238,Other,2024-12-21,TAX_DEPT
609472cf-7141-4a08-acf6-2517d494539a,Caleb,Marquez,Rodney,1997-11-13,540-50-6740,(303) 315-2932,qtaylor@example.net,839 Kelly Corners,Littleton,CO,80104,Other,2024-04-06,TAX_DEPT
6de21bb6-a225-4b2c-bffc-430a472e6789,Rachel,Carter,Samantha,1978-05-07,695-89-8417,(970) 870-4879,reynoldsthomas@example.com,792 Kimberly Spur Suite 728,Parker,CO,80018,Other,2023-12-01,HEALTH_DEPT
be2288c0-5f36-4d02-92d5-8dcf2223a0fe,Tanner,Smith,Richard,1938-11-26,935-69-9403,(970) 669-6390,carla50@example.org,2066 David Avenue Suite 396,Denver,CO,80234,Other,2024-08-05,TAX_DEPT
029869b9-21bb-433c-8656-08d95ec2a1eb,Barbara,Martinez,Emily,1974-10-22,551-55-4024,(970) 559-6507,xlloyd@example.net,611 Larry Ferry,Longmont,CO,80015,F,2025-01-24,DMV
9fff6327-54c5-429c-8124-1f4c1f451467,Gina,Mccoy,Kevin,1968-11-02,575-48-1024,(303) 928-9933,oayala@example.net,2331 Robertson Lane,Aurora,CO,80227,F,2023-12-10,SOCIAL_SERVICES
1fc073e2-b937-46ac-a956-5b3075537daa,Timothy,Carter,Keith,1977-11-04,362-98-9216,(970) 384-3550,kevin39@example.com,4579 Deborah Meadow,Pueblo,CO,80104,M,2023-11-24,DMV
6e194b0d-512c-4f8a-b4ac-6305a91991cb,Natalie,Osborne,Tracey,2005-03-09,605-44-8749,(720) 303-8406,jared67@example.org,0038 Jacqueline Mountain Apt. 958,Castle Rock,CO,80017,F,2025-09-03,TAX_DEPT
7fa2d1f2-9a3b-4691-ac75-f8a27763d7a3,William,Yates,Edward,1963-12-14,956-34-3060,(970) 415-6907,jordan62@example.com,01924 Kendra Station,Broomfield,CO,80204,M,2025-07-22,DMV
132926a7-e1b5-4416-b05c-b56e186ad0a7,Thomas,Fields,Victoria,1991-10-02,609-76-9307,(720) 376-9616,douglasschaefer@example.com,9962 Miranda Valleys,Broomfield,CO,80211,Other,2024-12-24,DMV
b1b94d9c-8c96-4619-b63b-8e632545058b,Julie,Garrett,Gregory,1941-09-07,707-67-9909,(720) 832-4794,mariahcole@example.net,4148 Anne Station Apt. 602,Westminster,CO,80206,M,2025-04-07,HEALTH_DEPT
78b5aed3-d190-401f-a87e-0348d3942840,Victoria,Harvey,Michelle,1994-01-29,767-20-6642,(720) 971-4334,julie03@example.com,77813 Scott Path,Grand Junction,CO,80229,M,2023-09-27,HEALTH_DEPT
01925ee2-38e1-43f0-bc55-1d564b906a82,Jessica,Martinez,Doris,1985-04-10,821-15-3369,(720) 210-5996,michael44@example.net,837 Walter Forest Apt. 543,Thornton,CO,80204,Other,2024-08-14,TAX_DEPT
6de0e6ae-bef9-4184-9fc6-02b2be5dcbe8,Lisa,Lynn,Christopher,1969-07-23,544-85-1024,(720) 610-4193,savageanthony@example.org,350 Randall Creek Apt. 622,Aurora,CO,80236,M,2024-02-21,TAX_DEPT
83d2fa3b-eb3f-4992-9b6d-c31b46af5040,Mark,Leonard,Kevin,1955-02-27,143-20-1449,(303) 396-6589,thorntonjustin@example.net,02499 Crystal Crescent,Greeley,CO,80239,M,2023-12-17,SOCIAL_SERVICES
c598b90e-c591-4291-82ba-2075f14eaed3,Hunter,Lyons,Jeremy,1952-10-19,497-65-9075,(303) 386-8595,jonanderson@example.org,198 Williams Coves Suite 395,Commerce City,CO,80203,M,2024-09-14,SOCIAL_SERVICES
51b3648d-e061-4f10-a195-5fa8c2e59b3a,John,Mills,Christy,1953-03-06,568-17-6959,(720) 454-2206,juliawillis@example.org,62977 Jennifer Green,Longmont,CO,80017,M,2025-02-10,SOCIAL_SERVICES
